age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
68,"Man","South East","Leave","17-18","Retired","Skipped","Other","Right","Very positive effect","Don't know","Fairly badly",10,"a Leaver"
55,"Woman","Yorkshire and the Humber","Leave","Skipped","Working full time (30 or more hours per week)","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",10,"Neither a Leaver nor a Remainer"
34,"Man","London","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Fairly badly",6,"a Remainer"
41,"Woman","Wales","Remain","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Fairly badly",3,"a Remainer"
63,"Woman","East of England","Leave","17-18","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",6,"Neither a Leaver nor a Remainer"
61,"Man","East Midlands","Leave","20+","Other","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","Don't know",6,"a Leaver"
58,"Woman","South East","Remain","17-18","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",8,"a Remainer"
64,"Man","East Midlands","Leave","Skipped","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Don't know",7,"a Leaver"
35,"Woman","South East","Remain","17-18","Unemployed","Skipped","Have never worked","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
56,"Man","West Midlands","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
51,"Man","East of England","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Right","Neither positive nor negative","Very positive effect","Very badly",1,"a Leaver"
49,"Woman","West Midlands","Remain","19","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Don't know",5,"a Remainer"
39,"Woman","East Midlands","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
63,"Woman","South East","Leave","15 or under","Retired","Skipped","Other","Right","Very positive effect","Somewhat positive effect","Very badly",10,"a Leaver"
18,"Woman","East of England","Did not vote","Still at school/Full time student","Full time student","Skipped","Other","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
61,"Woman","South East","Remain","17-18","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Fairly badly",3,"a Remainer"
19,"Woman","East Midlands","Did not vote","Still at school/Full time student","Full time student","Skipped","Other","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
47,"Woman","East of England","Did not vote","16","Not working","Skipped","Have never worked","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",3,"Neither a Leaver nor a Remainer"
19,"Woman","North East","Did not vote","Still at school/Full time student","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Somewhat positive effect","Fairly well",7,"a Leaver"
21,"Woman","Scotland","Leave","20+","Unemployed","Skipped","Have never worked","Don’t know","Somewhat positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
19,"Woman","London","Did not vote","Still at school/Full time student","Full time student","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
69,"Woman","Scotland","Leave","16","Working part time (8-29 hours a week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",4,"a Leaver"
37,"Woman","North East","Leave","16","Working part time (8-29 hours a week)","Self-employed","Other","Right","Somewhat positive effect","Somewhat positive effect","Very badly",5,"Neither a Leaver nor a Remainer"
37,"Man","East Midlands","Remain","20+","Unemployed","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
38,"Woman","South West","Did not vote","17-18","Working part time (8-29 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don’t know","Don't know","Don't know","Don't know",5,"a Remainer"
66,"Woman","Yorkshire and the Humber","Leave","20+","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat negative effect","Neither positive nor negative","Don't know",7,"a Leaver"
25,"Woman","North West","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Neither positive nor negative","Neither positive nor negative","Fairly badly",8,"Neither a Leaver nor a Remainer"
53,"Man","North West","Leave","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly well",9,"a Leaver"
57,"Man","South East","Leave","17-18","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
52,"Woman","London","Did not vote","20+","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Don't know","Don't know","Fairly well",8,"Neither a Leaver nor a Remainer"
49,"Woman","South East","Leave","Skipped","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",4,"a Leaver"
19,"Woman","East of England","Did not vote","Still at school/Full time student","Full time student","Skipped","Have never worked","Wrong","Somewhat negative effect","Don't know","Very badly",3,"a Remainer"
