age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
61,"Man","London","Did not vote","98","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very negative effect","Neither positive nor negative","Very badly",7,"a Remainer"
43,"Man","London","Did not vote","20+","Working full time (30 or more hours per week)","Self-employed","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
32,"Woman","London","Did not vote","20+","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
66,"Woman","London","Did not vote","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
46,"Man","London","Cannot remember","Can't remember","Working full time (30 or more hours per week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
34,"Woman","London","Did not vote","17-18","Working part time (8-29 hours a week)","Other","Other","Somewhat negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
20,"Woman","London","Did not vote","Still at school/Full time student","Full time student","Other","Have never worked","Don't know","Neither positive nor negative","Fairly badly",5,"Don’t know"
42,"Man","London","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Other","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
45,"Man","London","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Very negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
22,"Woman","London","Did not vote","Still at school/Full time student","Full time student","Have never worked","Have never worked","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
20,"Woman","London","Did not vote","17-18","Working part time (8-29 hours a week)","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Fairly badly",7,"a Remainer"
43,"Woman","London","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
20,"Woman","London","Did not vote","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Somewhat positive effect","Very badly",10,"a Leaver"
31,"Woman","London","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",4,"a Remainer"
39,"Woman","London","Did not vote","17-18","Not working","Skipped","Other","Very negative effect","Neither positive nor negative","Very badly",0,"Neither a Leaver nor a Remainer"
26,"Man","London","Did not vote","20+","Working full time (30 or more hours per week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Don't know","Don't know",5,"Don’t know"
19,"Woman","London","Did not vote","Still at school/Full time student","Other","Skipped","Other","Very negative effect","Don't know","Very badly",5,"Don’t know"
22,"Woman","London","Did not vote","20+","Working part time (8-29 hours a week)","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Very badly",0,"Neither a Leaver nor a Remainer"
26,"Man","London","Cannot remember","Can't remember","Working full time (30 or more hours per week)","Skipped","Other","Don't know","Don't know","Don't know",0,"Don’t know"
43,"Man","London","Cannot remember","98","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
20,"Woman","London","Did not vote","Still at school/Full time student","Full time student","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Somewhat negative effect","Very badly",4,"a Remainer"
32,"Man","London","Did not vote","98","Unemployed","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
20,"Woman","London","Did not vote","98","Full time student","Skipped","Have never worked","Don't know","Somewhat negative effect","Fairly badly",5,"Neither a Leaver nor a Remainer"
44,"Woman","South East","Did not vote","15 or under","Not working","Have never worked","Other","Don't know","Don't know","Very badly",10,"Neither a Leaver nor a Remainer"
39,"Woman","South East","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Fairly badly",6,"a Remainer"
27,"Man","South East","Did not vote","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
27,"Man","South East","Did not vote","17-18","Not working","Have never worked","Have never worked","Somewhat negative effect","Don't know","Very badly",10,"Don’t know"
25,"Man","South East","Did not vote","Still at school/Full time student","Full time student","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Somewhat positive effect","Fairly badly",8,"Neither a Leaver nor a Remainer"
24,"Woman","South East","Did not vote","20+","Unemployed","Have never worked","Other","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
49,"Man","South East","Did not vote","15 or under","Other","Other","Skilled Manual Work (e.g. plumber, electrician, fitter)","Neither positive nor negative","Neither positive nor negative","Fairly badly",6,"Neither a Leaver nor a Remainer"
43,"Woman","South East","Did not vote","15 or under","Unemployed","Other","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Neither positive nor negative","Don't know",7,"a Remainer"
42,"Woman","South East","Did not vote","16","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
20,"Woman","South East","Did not vote","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Don't know","Very badly",5,"a Remainer"
18,"Woman","South East","Did not vote","17-18","Full time student","Skipped","Have never worked","Don't know","Don't know","Fairly badly",2,"a Leaver"
26,"Man","South East","Did not vote","Still at school/Full time student","Full time student","Have never worked","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Don't know",0,"Don’t know"
