age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
49,"Man","East of England","Remain","20+","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Fairly badly",2,"a Remainer"
24,"Man","London","Cannot remember","17-18","Other","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Somewhat negative effect","Fairly well",10,"Neither a Leaver nor a Remainer"
54,"Woman","Wales","Did not vote","Skipped","Other","Other","Other","Don't know","Don't know","Don't know",10,"Don’t know"
18,"Woman","South East","Remain","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Other","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
60,"Man","East Midlands","Leave","15 or under","Retired","Skipped","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
63,"Man","Yorkshire and the Humber","Remain","Skipped","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
19,"Woman","North West","Did not vote","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Neither positive nor negative","Don't know",7,"a Remainer"
41,"Man","East of England","Leave","17-18","Working full time (30 or more hours per week)","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Somewhat positive effect","Fairly badly",7,"Neither a Leaver nor a Remainer"
69,"Woman","South East","Leave","16","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Fairly well",5,"a Leaver"
28,"Woman","East of England","Did not vote","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Somewhat positive effect","Don't know",6,"Neither a Leaver nor a Remainer"
28,"Woman","London","Remain","17-18","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Don't know",8,"Don’t know"
43,"Woman","West Midlands","Did not vote","Skipped","Other","Skipped","Other","Somewhat negative effect","Somewhat negative effect","Fairly badly",6,"Neither a Leaver nor a Remainer"
20,"Woman","Scotland","Remain","Still at school/Full time student","Full time student","Skipped","Other","Very negative effect","Very negative effect","Fairly badly",3,"a Remainer"
18,"Woman","North West","Remain","Still at school/Full time student","Full time student","Skipped","Other","Somewhat negative effect","Somewhat negative effect","Very badly",5,"Don’t know"
43,"Woman","North East","Leave","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Neither positive nor negative","Don't know",5,"a Leaver"
35,"Man","London","Did not vote","20+","Unemployed","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Very negative effect","Fairly badly",3,"a Remainer"
30,"Man","Wales","Leave","Can't remember","Working full time (30 or more hours per week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Don't know","Fairly well",5,"a Leaver"
48,"Man","North West","Remain","Skipped","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Somewhat negative effect","Somewhat negative effect","Don't know",1,"a Remainer"
38,"Woman","Wales","Remain","20+","Working full time (30 or more hours per week)","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
30,"Man","Yorkshire and the Humber","Remain","19","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
59,"Man","London","Leave","Skipped","Working full time (30 or more hours per week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
70,"Woman","East of England","Leave","15 or under","Retired","Skipped","Other","Somewhat positive effect","Neither positive nor negative","Don't know",6,"a Leaver"
24,"Man","East Midlands","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Other","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
51,"Man","South East","Leave","16","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Fairly well",8,"a Leaver"
19,"Woman","South West","Remain","Skipped","Other","Other","Have never worked","Very negative effect","Very negative effect","Fairly badly",6,"a Remainer"
68,"Man","London","Leave","15 or under","Not working","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Very positive effect","Fairly well",10,"Neither a Leaver nor a Remainer"
49,"Woman","East Midlands","Leave","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Don't know","Fairly well",5,"a Leaver"
45,"Woman","East of England","Remain","17-18","Working part time (8-29 hours a week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Neither positive nor negative","Don't know",5,"Don’t know"
47,"Woman","Scotland","Remain","Skipped","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",1,"Neither a Leaver nor a Remainer"
39,"Man","North West","Remain","Skipped","Working full time (30 or more hours per week)","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Fairly badly",1,"a Remainer"
62,"Woman","Scotland","Remain","Skipped","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Don't know",2,"a Remainer"
59,"Woman","Scotland","Leave","20+","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
48,"Man","East of England","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Other","Very positive effect","Very positive effect","Very well",3,"a Leaver"
