age,sex,region,EURef2016,education_level,work_stat,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
64,"Man","East of England","Leave","City & Guilds certificate","Working full time (30 or more hours per week)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Very well",10,"a Leaver"
43,"Woman","South West","Cannot remember","City & Guilds certificate","Working full time (30 or more hours per week)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Somewhat positive effect","Fairly well",6,"Don’t know"
38,"Woman","London","Remain","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working full time (30 or more hours per week)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
34,"Woman","East Midlands","Leave","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working part time (8-29 hours a week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
33,"Woman","Scotland","Remain","Prefer not to say","Working full time (30 or more hours per week)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
23,"Woman","North West","Did not vote","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Full time student","Have never worked","Somewhat positive effect","Somewhat positive effect","Fairly well",3,"Neither a Leaver nor a Remainer"
19,"Woman","South East","Did not vote","GCE A level or Higher Certificate","Full time student","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Very badly",0,"a Leaver"
19,"Woman","London","Did not vote","CSE grade 1, GCE O level, GCSE, School Certificate","Full time student","Have never worked","Somewhat negative effect","Neither positive nor negative","Fairly badly",8,"Don’t know"
59,"Woman","South West","Remain","University diploma","Working full time (30 or more hours per week)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Don't know",0,"a Remainer"
27,"Woman","London","Remain","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working full time (30 or more hours per week)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
19,"Woman","Yorkshire and the Humber","Did not vote","GCE A level or Higher Certificate","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"Neither a Leaver nor a Remainer"
34,"Woman","North East","Leave","Other technical, professional or higher qualification","Working full time (30 or more hours per week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Fairly badly",8,"a Leaver"
28,"Woman","East of England","Remain","University or CNAA higher degree (e.g. M.Sc, Ph.D)","Working full time (30 or more hours per week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
24,"Woman","South East","Leave","Recognised trade apprenticeship completed","Working full time (30 or more hours per week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Don't know","Fairly badly",6,"a Remainer"
30,"Man","North West","Leave","GCE A level or Higher Certificate","Working full time (30 or more hours per week)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Fairly badly",7,"a Leaver"
49,"Woman","South West","Leave","Other technical, professional or higher qualification","Working full time (30 or more hours per week)","Other","Somewhat negative effect","Don't know","Very badly",0,"a Remainer"
42,"Man","London","Remain","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working part time (8-29 hours a week)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Very negative effect","Don't know",5,"a Remainer"
36,"Woman","South East","Leave","GCE A level or Higher Certificate","Working full time (30 or more hours per week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly badly",6,"a Leaver"
71,"Man","West Midlands","Leave","CSE grade 1, GCE O level, GCSE, School Certificate","Retired","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
31,"Woman","East of England","Remain","GCE A level or Higher Certificate","Working full time (30 or more hours per week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
76,"Woman","Wales","Leave","No formal qualifications","Retired","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Neither positive nor negative","Fairly badly",8,"a Leaver"
30,"Woman","East of England","Remain","University diploma","Working part time (8-29 hours a week)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Neither positive nor negative","Somewhat negative effect","Fairly badly",0,"Neither a Leaver nor a Remainer"
71,"Man","West Midlands","Leave","University or CNAA higher degree (e.g. M.Sc, Ph.D)","Retired","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Somewhat positive effect","Don't know",8,"a Leaver"
35,"Man","Yorkshire and the Humber","Did not vote","GCE A level or Higher Certificate","Working full time (30 or more hours per week)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Somewhat positive effect","Somewhat positive effect","Very badly",2,"Neither a Leaver nor a Remainer"
21,"Woman","East Midlands","Did not vote","CSE grade 1, GCE O level, GCSE, School Certificate","Working part time (8-29 hours a week)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",10,"Don’t know"
51,"Man","South West","Remain","CSE grade 1, GCE O level, GCSE, School Certificate","Working full time (30 or more hours per week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
35,"Woman","Wales","Cannot remember","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working part time (8-29 hours a week)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"Neither a Leaver nor a Remainer"
32,"Woman","North West","Leave","City & Guilds certificate","Unemployed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",10,"a Remainer"
23,"Woman","Scotland","Remain","GCE A level or Higher Certificate","Working full time (30 or more hours per week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Fairly badly",6,"a Remainer"
31,"Man","North East","Remain","Other technical, professional or higher qualification","Working full time (30 or more hours per week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Very badly",5,"a Remainer"
23,"Woman","South West","Remain","City & Guilds certificate","Working full time (30 or more hours per week)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",4,"a Remainer"
