age,sex,region,GEvote2015,EURef2016,political_attention,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,newspaper_readership,Govthand,Tradeimmig,BrexitID
61,"Woman","Scotland","Labour","Remain",5,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","Skipped","Prefer not to say","C1","Working full time (30 or more hours per week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","None","Fairly badly",5,"a Remainer"
43,"Man","West Midlands","UKIP","Leave",4,"£25,000 to £29,999 per year","£35,000 to £39,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Somewhat positive effect","None","Don't know",8,"a Leaver"
54,"Man","South East","Conservative","Remain",7,"£50,000 to £59,999 per year","£70,000 to £99,999 per year","19","Other technical, professional or higher qualification","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","The Daily Mail / The Scottish Daily Mail","Don't know",5,"a Remainer"
67,"Man","East of England","Conservative","Leave",4,"£15,000 to £19,999 per year","£20,000 to £24,999 per year","20+","University diploma","D","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Very positive effect","Very positive effect","The Daily Mail / The Scottish Daily Mail","Very well",7,"a Leaver"
71,"Woman","North West","Labour","Leave",5,"Not Asked or missing","Not Asked or missing","Skipped","No formal qualifications","C2","Retired","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Neither positive nor negative","The Express","Fairly badly",10,"a Leaver"
69,"Woman","London","Conservative","Remain",8,"£10,000 to £14,999 per year","£15,000 to £19,999 per year","17-18","Other technical, professional or higher qualification","AB","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat negative effect","Don't know","The Daily Mail / The Scottish Daily Mail","Don't know",6,"a Remainer"
38,"Woman","Scotland","Other","Remain",7,"Not Asked or missing","Not Asked or missing","Skipped","Scottish Higher Certificate","AB","Working full time (30 or more hours per week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Neither positive nor negative","None","Fairly badly",0,"a Remainer"
40,"Woman","Yorkshire and the Humber","Liberal Democrat","Remain",7,"£35,000 to £39,999 per year","£35,000 to £39,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Self-employed","Other","Wrong","Somewhat negative effect","Somewhat negative effect","The Daily Telegraph","Fairly badly",4,"a Remainer"
55,"Woman","Wales","Other","Remain",7,"£30,000 to £34,999 per year","£50,000 to £59,999 per year","17-18","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Other Newspaper","Very badly",2,"a Remainer"
21,"Man","South West","DK or did not vote","Did not vote",2,"Don't know","Don't know","15 or under","City & Guilds certificate - advanced","E","Not working","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Don’t know","Don't know","Don't know","None","Don't know",5,"Don’t know"
79,"Man","South East","Conservative","Remain",10,"Not Asked or missing","Prefer not to answer","Skipped","CSE grade 1, GCE O level, GCSE, School Certificate","AB","Retired","Skipped","Other","Wrong","Very negative effect","Somewhat negative effect","The Guardian","Very badly",5,"a Remainer"
43,"Man","Wales","Labour","Remain",8,"£30,000 to £34,999 per year","£50,000 to £59,999 per year","16","Other technical, professional or higher qualification","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","The Independent","Fairly badly",5,"a Remainer"
33,"Man","West Midlands","Labour","Leave",8,"Not Asked or missing","Not Asked or missing","Skipped","City & Guilds certificate - advanced","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","The Sun","Don't know",8,"a Leaver"
44,"Woman","East of England","Conservative","Leave",5,"Prefer not to answer","Prefer not to answer","19","Prefer not to say","AB","Working part time (8-29 hours a week)","Charity/voluntary sector","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Somewhat positive effect","The Sun","Fairly well",7,"Neither a Leaver nor a Remainer"
23,"Woman","South East","Conservative","Leave",6,"£25,000 to £29,999 per year","Don't know","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","The Sun","Fairly well",9,"a Leaver"
45,"Woman","Wales","Labour","Remain",8,"Not Asked or missing","Not Asked or missing","Skipped","University diploma","E","Not working","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Don't know","Somewhat negative effect","The Mirror / Daily Record","Fairly well",0,"a Remainer"
80,"Woman","South East","Conservative","Remain",7,"Not Asked or missing","Not Asked or missing","Skipped","CSE grades 2-5","AB","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat positive effect","Don't know","The Daily Mail / The Scottish Daily Mail","Fairly well",5,"Neither a Leaver nor a Remainer"
45,"Man","North West","DK or did not vote","Leave",6,"£25,000 to £29,999 per year","£25,000 to £29,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Other","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","None","Fairly well",10,"a Leaver"
57,"Man","Yorkshire and the Humber","UKIP","Leave",6,"Not Asked or missing","Not Asked or missing","Skipped","CSE grade 1, GCE O level, GCSE, School Certificate","E","Other","Other","Other","Right","Very positive effect","Neither positive nor negative","None","Fairly badly",5,"a Leaver"
33,"Man","South West","DK or did not vote","Did not vote",6,"£15,000 to £19,999 per year","£15,000 to £19,999 per year","17-18","City & Guilds certificate - advanced","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Other Newspaper","Very badly",9,"a Remainer"
50,"Man","East of England","Conservative","Leave",7,"£20,000 to £24,999 per year","£50,000 to £59,999 per year","16","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Other local daily morning newspaper","Very well",5,"a Leaver"
62,"Man","South East","Conservative","Leave",6,"£5,000 to £9,999 per year","£5,000 to £9,999 per year","17-18","University diploma","C1","Other","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","The Daily Telegraph","Very well",8,"a Leaver"
34,"Man","East Midlands","Labour","Remain",6,"£25,000 to £29,999 per year","£45,000 to £49,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","None","Don't know",3,"a Leaver"
22,"Woman","North West","Labour","Remain",7,"£20,000 to £24,999 per year","£35,000 to £39,999 per year","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","None","Fairly badly",5,"a Remainer"
19,"Woman","Yorkshire and the Humber","DK or did not vote","Remain",1,"under £5,000 per year","Don't know","Still at school/Full time student","GCE A level or Higher Certificate","C1","Full time student","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Somewhat negative effect","None","Fairly well",1,"Don’t know"
22,"Man","North West","Labour","Remain",10,"Don't know","Don't know","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Unemployed","Skipped","Have never worked","Wrong","Somewhat negative effect","Somewhat negative effect","The Guardian","Very badly",2,"a Remainer"
